143503361,0.0148
54530371,0.0544
16108331,0.0794
72264719,0.1011
76746437,0.0703
3183750,0.0945
79831840,0.094
49131654,0.1988
159224823,0.1304
147415323,0.0081
127619470,0.0966
128170344,0.2502
113958919,0.1046
159908458,0.1795
159101500,0.0136
187083413,0.2854
78600915,0.0504
432,0.0344
60738164,0.0425
11899736,0.1718
7275,0.0344
102018175,0.0419
138651171,0.0436
277240,0.0488
8679781,0.0643
150480082,0.0627
56668350,0.0448
21916383,0.019
104010718,0.0291
113659416,0.082
64204542,0.061
63204808,0.4723
38346729,0.0402
101536738,0.051
85021419,0.0638
31685537,0.022
1051224,0.0037
21721737,0.0919
124820868,0.0914
141391662,0.4752
74894890,0.0338
78347783,0.0373
37289296,0.118
94090097,0.0062
40628317,0.118
99076357,0.1304
62731018,0.0773
104610799,0.1131
148776817,0.0888
177115249,0.0332
126670475,0.0303
57408355,0.0836
51178293,0.2048
24356606,0.1948
71014553,0.0332
98554526,0.0488
24847633,0.1006
165027041,0.1266
105242702,0.1116
49371114,0.0025
124271901,0.0852
121175786,0.1782
127259360,0.0857
54916180,0.0605
63146178,0.0746
152484379,0.1471
171048481,0.016
18505771,0.0805
89152204,0.0719
175353305,0.0966
78490537,0.1389
20456250,0.0976
162662347,0.0226
165797093,0.0836
9363449,0.1412
176739799,0.1101
82157362,0.0436
45577075,0.1557
66226819,0.0074
83691621,0.0081
63262260,0.0577
46119452,0.0361
101418717,0.0799
58538268,0.0599
176154009,0.1592
76585031,0.0725
96656119,0.1426
190971162,0.0166
108102479,0.1001
187282511,0.0208
44273004,0.0767
169283778,0.1081
57265575,0.0361
33035481,0.0172
50281905,0.1597
188179916,0.187
186847522,0.0087
153792869,0.0703
90696629,0.1006
125740597,0.1795
4344135,0.0332
113394775,0.3342
80270762,0.0385
