143503361,0.0566
54530371,0.3277
16108331,0.2644
72264719,0.2237
76746437,0.7239
3183750,0.1632
79831840,0.4048
49131654,0.5328
159224823,0.4679
147415323,0.8725
127619470,0.5815
128170344,0.6309
113958919,0.6735
159908458,0.7321
159101500,0.1645
187083413,0.5967
78600915,0.0746
432,0.2961
60738164,0.0945
11899736,0.1976
7275,0.8974
102018175,0.2967
138651171,0.2806
277240,0.5388
8679781,0.1361
150480082,0.0332
56668350,0.5034
21916383,0.0991
104010718,0.5957
113659416,0.0482
64204542,0.2773
63204808,0.2199
38346729,0.2911
101536738,0.5503
85021419,0.5753
31685537,0.0894
21721737,0.0991
94090097,0.906
40628317,0.6715
99076357,0.1101
64941149,0.0025
62731018,0.0413
104610799,0.352
16836019,0.0025
148776817,0.543
177115249,0.1744
126670475,0.5518
57408355,0.4615
51178293,0.3148
24356606,0.196
71014553,0.0244
98554526,0.1458
24847633,0.2153
165027041,0.6251
105242702,0.5908
49371114,0.7485
124271901,0.4043
121175786,0.6715
127259360,0.4959
54916180,0.739
63146178,0.3572
152484379,0.7021
171048481,0.0442
18505771,0.3171
89152204,0.3331
175353305,0.1199
78490537,0.1858
20456250,0.5197
162662347,0.5539
165797093,0.7389
9363449,0.4342
101418717,0.5023
58538268,0.5594
176154009,0.7243
76585031,0.7321
96656119,0.3856
190971162,0.1561
108102479,0.8286
44273004,0.4131
169283778,0.5362
57265575,0.0425
33035481,0.9328
50281905,0.4012
188179916,0.9072
186847522,0.1223
153792869,0.5853
90696629,0.2366
125740597,0.458
4344135,0.8632
113394775,0.5942
80270762,0.9307
